"Ativo","Nome","Classe","Pais Sede","Ativo /|Cancelado","Data do Bal| Mais recente| consolid:sim*","Setor|Economatica","Tipo de Ativo","Bolsa / Fonte","Setor Econômico|Bovespa","ID da|empresa","Código","Setor NAICS|ult disponiv","Subsetor Bovespa","Segmento Bovespa","Segmento listagem|Bovespa"
"QUSW3<XBSP>","Quality Soft","ON","BR","ativo","2020-03-31","Software e Dados","Ação","Bovespa","Tecnologia da informação","02330","QUSW3","Editoras de software","Programas e serviços","Programas e serviços","Bovespa Mais"
"RADL3<XBSP>","RaiaDrogasil","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Saúde","00525","RADL3","Loja de artigos para saúde e cuidados pessoais","Comércio e distribuição","Medicamentos e outros produtos","Novo Mercado"
"RAPT4<XBSP>","Randon Part","PN","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","01410","RAPT4","Indústria de carrocerias e trailers","Material de transporte","Material rodoviário","Nível 1"
"RCSL4<XBSP>","Recrusul","PN","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","01257","RCSL4","Indústria de carrocerias e trailers","Material de transporte","Material rodoviário","Tradicional"
"REDE3<XBSP>","Rede Energia","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","00319","REDE3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"RNEW4<XBSP>","Renova","PN","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02163","RNEW4","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 2"
"RSUL4<XBSP>","Riosulense","PN","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","01343","RSUL4","Indústria de autopeças","Material de transporte","Material rodoviário","Tradicional"
"RDNI3<XBSP>","Rni","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02045","RDNI3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"RSID3<XBSP>","Rossi Resid","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","01630","RSID3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"RAIL3<XBSP>","Rumo S.A.","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01745","RAIL3","Transporte ferroviário","Transporte","Transporte ferroviário","Novo Mercado"
"SBSP3<XBSP>","Sabesp","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Utilidade pública","01444","SBSP3","Água, esgoto e outros sistemas","Água e saneamento","Água e saneamento","Novo Mercado"
"SAPR11<XBSP>","Sanepar","UNT N2","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Utilidade pública","01862","SAPR11","Água, esgoto e outros sistemas","Água e saneamento","Água e saneamento","Nível 2"
"SNSY5<XBSP>","Sansuy","PNA","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Materiais básicos","01269","SNSY5","Indústria de produtos de plástico","Materiais diversos","Materiais diversos","Tradicional"
"CTSA3<XBSP>","Santanense","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00408","CTSA3","Tecelagens","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"STBR11<XBSP>","Santos Bras","UNT N2","BR","cancelado","2020-03-31","Transporte Serviç","Ação","Bovespa","-","01644","STBR11","Atividades auxiliares ao transporte aquático","-","-","-"
"STBP3<XBSP>","Santos Brp","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01789","STBP3","Atividades auxiliares ao transporte aquático","Transporte","Serviços de apoio e armazenagem","Novo Mercado"
"SCAR3<XBSP>","Sao Carlos","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01378","SCAR3","Locadora de imóveis","Exploração de imóveis","Exploração de imóveis","Novo Mercado"
"SMTO3<XBSP>","Sao Martinho","ON","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","02051","SMTO3","Indústria de açúcar e produtos de confeitaria","Alimentos processados","Açúcar e álcool","Novo Mercado"
"SLED4<XBSP>","Saraiva Livr","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","01047","SLED4","Editoras de jornais, revistas, livros e similares","Comércio","Produtos diversos","Nível 2"
"SHUL4<XBSP>","Schulz","PN","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","01466","SHUL4","Indústria de autopeças","Máquinas e equipamentos","Motores compressores e outros","Tradicional"
"SEER3<XBSP>","Ser Educa","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02322","SEER3","Escola de ensino superior","Diversos","Serviços educacionais","Novo Mercado"
"CSNA3<XBSP>","Sid Nacional","ON","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","00403","CSNA3","Transformação de aço em produtos de aço","Siderurgia e metalurgia","Siderurgia","Tradicional"
"SQIA3<XBSP>","Sinqia","ON","BR","ativo","2020-03-31","Software e Dados","Ação","Bovespa","Tecnologia da informação","02279","SQIA3","Editoras de software","Programas e serviços","Programas e serviços","Novo Mercado"
"SLCE3<XBSP>","SLC Agricola","ON","BR","ativo","2020-03-31","Agro e Pesca","Ação","Bovespa","Consumo não cíclico","02074","SLCE3","Agricultura","Agropecuária","Agricultura","Novo Mercado"
"SMFT3<XBSP>","Smart Fit","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02426","SMFT3","Outras indústrias da recreação","Viagens e lazer","Atividades esportivas","Bovespa Mais Nível 2"
"SMLS3<XBSP>","Smiles","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02425","SMLS3","Outros serviços de apoio","Diversos","Programas de fidelização","Novo Mercado"
"SOND6<XBSP>","Sondotecnica","PNB","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","01088","SOND6","Consultoria administrativa, científica e técnica","Construção e engenharia","Engenharia consultiva","Tradicional"
"SPRI3<XBSP>","Springer","ON","BR","ativo","2020-03-31","Eletroeletrônicos","Ação","Bovespa","Financeiro","01096","SPRI3","Indústria de eletrodomésticos","Holdings diversificadas","Holdings diversificadas","Tradicional"
"SGPS3<XBSP>","Springs","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","02096","SGPS3","Indústria de roupas de tecido","Tecidos vestuário e calçados","Fios e tecidos","Novo Mercado"
"AHEB3<XBSP>","SPturis","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","00941","AHEB3","Outros serviços de apoio","Viagens e lazer","Produção de eventos e shows","Tradicional"
"STTR3<XBSP>","Stara","ON","BR","ativo","2020-03-31","Máquinas Indust","Ação","Bovespa","Bens industriais","02420","STTR3","Industria de máquinas agrícolas, de construção e mineração","Máquinas e equipamentos","Máq. e equip. construção e agrícolas","Bovespa Mais"
"STKF3<XBSP>","Statkraft","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02259","STKF3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"OPSE3B<XBSP>","Sudeste","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01658","OPSE3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"SULT3<XBSP>","Sultepa","ON","BR","cancelado","2020-03-31","Construção","Ação","Bovespa","Bens industriais","01303","SULT3","Construção de estradas, ruas, pontes e túneis","Construção e engenharia","Construção pesada","Tradicional"
"NEMO5<XBSP>","Suzano Hold","PNA","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Materiais básicos","00906","NEMO5","Administração de empresas e empreendimentos","Madeira e papel","Papel e celulose","Tradicional"
"SUZB3<XBSP>","Suzano S.A.","ON","BR","ativo","2020-03-31","Papel e Celulose","Ação","Bovespa","Materiais básicos","01398","SUZB3","Indústria de papel, celulose e papelão","Madeira e papel","Papel e celulose","Novo Mercado"
"TAEE11<XBSP>","Taesa","UNT N2","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02025","TAEE11","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 2"
"TASA4<XBSP>","Taurus Armas","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Bens industriais","00617","TASA4","Outras indústrias de produtos de metal","Máquinas e equipamentos","Armas e munições","Nível 2"
"SJOS4<XBSP>","Tecel S Jose","PN","BR","cancelado","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00598","SJOS4","Tecelagens","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"TECN3<XBSP>","Technos","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02251","TECN3","Outras indústrias","Tecidos vestuário e calçados","Acessórios","Novo Mercado"
"TCSA3<XBSP>","Tecnisa","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02043","TCSA3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"TCNO4<XBSP>","Tecnosolo","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","01120","TCNO4","Consultoria administrativa, científica e técnica","Construção e engenharia","Engenharia consultiva","Tradicional"
"TGMA3<XBSP>","Tegma","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","02080","TGMA3","Atividades auxiliares ao transporte","Transporte","Transporte rodoviário","Novo Mercado"
"TEKA4<XBSP>","Teka","PN","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","01122","TEKA4","Indústria de roupas de tecido","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"TKNO4<XBSP>","Tekno","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","01123","TKNO4","Outras indústrias de produtos de metal","Siderurgia e metalurgia","Artefatos de ferro e aço","Tradicional"
"TELB4<XBSP>","Telebras","PN","BR","ativo","2020-03-31","Telecomunicações","Ação","Bovespa","Comunicações","01125","TELB4","Telecomunicações","Telecomunicações","Telecomunicações","Tradicional"
"VIVT4<XBSP>","Telef Brasil","PN","BR","ativo","2020-03-31","Telecomunicações","Ação","Bovespa","Comunicações","01767","VIVT4","Telecomunicações","Telecomunicações","Telecomunicações","Tradicional"
"TEND3<XBSP>","Tenda","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02114","TEND3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"TESA3<XBSP>","Terra Santa","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo não cíclico","02035","TESA3","Outras outras indústrias","Agropecuária","Agricultura","Novo Mercado"
"TXRX4<XBSP>","Tex Renaux","PN","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00754","TXRX4","Tecelagens","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"TIMP3<XBSP>","Tim Part S/A","ON","BR","ativo","2020-03-31","Telecomunicações","Ação","Bovespa","Comunicações","01763","TIMP3","Telecomunicações","Telecomunicações","Telecomunicações","Novo Mercado"
"SHOW3<XBSP>","Time For Fun","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02245","SHOW3","Apresentações artísticas","Viagens e lazer","Produção de eventos e shows","Novo Mercado"
"TOTS3<XBSP>","Totvs","ON","BR","ativo","2020-03-31","Software e Dados","Ação","Bovespa","Tecnologia da informação","01999","TOTS3","Editoras de software","Programas e serviços","Programas e serviços","Novo Mercado"
"TRPL4<XBSP>","Tran Paulist","PN","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01837","TRPL4","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 1"
"LUXM4<XBSP>","Trevisa","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","00819","LUXM4","Administração de empresas e empreendimentos","Transporte","Transporte hidroviário","Tradicional"
"TRIS3<XBSP>","Trisul","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02113","TRIS3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"TPIS3<XBSP>","Triunfo Part","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01933","TPIS3","Atividades auxiliares ao transporte rodoviário","Transporte","Exploração de rodovias","Novo Mercado"
"TUPY3<XBSP>","Tupy","ON","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","00634","TUPY3","Indústria de autopeças","Material de transporte","Material rodoviário","Novo Mercado"
"UGPA3<XBSP>","Ultrapar","ON","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Petróleo gás e biocombustíveis","01846","UGPA3","Comércio atacadista de petróleo e produtos de petróleo","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado"
"UCAS3<XBSP>","Unicasa","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02278","UCAS3","Indústria de móveis e afins","Utilidades domésticas","Móveis","Novo Mercado"
"UNIP6<XBSP>","Unipar","PNB","BR","ativo","2020-03-31","Química","Ação","Bovespa","Materiais básicos","01159","UNIP6","Indústria química","Químicos","Químicos diversos","Tradicional"
"UPKP3B<XBSP>","Uptick","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01662","UPKP3B","Empresa de eletricidade, gás e água","Energia elétrica","Energia elétrica","Balcão Organizado"
"USIM5<XBSP>","Usiminas","PNA","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","01432","USIM5","Transformação de aço em produtos de aço","Siderurgia e metalurgia","Siderurgia","Nível 1"
"VALE3<XBSP>","Vale","ON","BR","ativo","2020-03-31","Mineração","Ação","Bovespa","Materiais básicos","00417","VALE3","Mineração de metais","Mineração","Minerais metálicos","Novo Mercado"
"VLID3<XBSP>","Valid","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","02002","VLID3","Impressão e atividades auxiliares","Serviços diversos","Serviços diversos","Novo Mercado"
"VVAR3<XBSP>","Viavarejo","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","00650","VVAR3","Loja de departamentos","Comércio","Eletrodomésticos","Novo Mercado"
"VIVA3<XBSP>","Vivara S.A.","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","02480","VIVA3","Loja de jóias, malas e artigos de couro","Tecidos vestuário e calçados","Acessórios","Novo Mercado"
"VIVR3<XBSP>","Viver","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02070","VIVR3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"VULC3<XBSP>","Vulcabras","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","01176","VULC3","Indústria de calçados","Tecidos vestuário e calçados","Calçados","Novo Mercado"
"WEGE3<XBSP>","Weg","ON","BR","ativo","2020-03-31","Máquinas Indust","Ação","Bovespa","Bens industriais","00541","WEGE3","Indústria de motores, turbinas e transmissores de energia","Máquinas e equipamentos","Motores compressores e outros","Novo Mercado"
"MWET4<XBSP>","Wetzel S/A","PN","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","01199","MWET4","Indústria de autopeças","Material de transporte","Material rodoviário","Tradicional"
"WHRL4<XBSP>","Whirlpool","PN","BR","ativo","2020-03-31","Eletroeletrônicos","Ação","Bovespa","Consumo cíclico","01434","WHRL4","Indústria de eletrodomésticos","Utilidades domésticas","Eletrodomésticos","Tradicional"
"WSON33<XBSP>","Wilson Sons","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","08004","WSON33","Atividades auxiliares ao transporte aquático","Transporte","Serviços de apoio e armazenagem","BDR nível 3"
"WLMM4<XBSP>","Wlm Ind Com","PN","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Bens industriais","01107","WLMM4","Concessionárias de outros veículos motorizados","Comércio","Material de transporte","Tradicional"
"YDUQ3<XBSP>","Yduqs Part","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02101","YDUQ3","Escola de ensino superior","Diversos","Serviços educacionais","Novo Mercado"
"AZEV4<XBSP>","Azevedo","PN","BR","ativo","2019-12-31","Construção","Ação","Bovespa","Bens industriais","01197","AZEV4","Outras construções pesadas e de engenharia civil","Construção e engenharia","Construção pesada","Tradicional"
"BDLL4<XBSP>","Bardella","PN","BR","ativo","2019-12-31","Máquinas Indust","Ação","Bovespa","Bens industriais","00152","BDLL4","Industria de máquinas agrícolas, de construção e mineração","Máquinas e equipamentos","Máq. e equip. industriais","Tradicional"
"BSEV3<XBSP>","Biosev","ON","BR","ativo","2019-12-31","Agro e Pesca","Ação","Bovespa","Consumo não cíclico","02284","BSEV3","Agricultura","Alimentos processados","Açúcar e álcool","Novo Mercado"
"CCXC3<XBSP>","Ccx Carvao","ON","BR","ativo","2019-12-31","Mineração","Ação","Bovespa","Outros","02018","CCXC3","Mineração de metais","Outros","Minerais não metálicos","Novo Mercado"
"BAUH4<XBSP>","Excelsior","PN","BR","ativo","2019-12-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","00157","BAUH4","Outras indústrias de alimentos","Alimentos processados","Carnes e derivados","Tradicional"
"INEP4<XBSP>","Inepar","PN","BR","ativo","2019-12-31","Outros","Ação","Bovespa","Bens industriais","00759","INEP4","Outras outras indústrias","Máquinas e equipamentos","Máq. e equip. industriais","Tradicional"
"JBDU4<XBSP>","J B Duarte","PN","BR","ativo","2019-12-31","Alimentos e Beb","Ação","Bovespa","Financeiro","01231","JBDU4","Indústria de alimentos","Outros","Holdings diversificadas","Tradicional"
"LOAR4<XBSP>","Lojas Arapua","PN","BR","cancelado","2019-12-31","Comércio","Ação","Bovespa","-","01508","LOAR4","Outras lojas de mercadorias variadas","-","-","-"
"NAFG4<XBSP>","Nadir Figuei","PN","BR","cancelado","2019-12-31","Minerais não Met","Ação","Bovespa","Consumo cíclico","00904","NAFG4","Indústria de vidro e produtos de vidro","Utilidades domésticas","Utensílios domésticos","Tradicional"
"SCLO4<XBSP>","Schlosser","PN","BR","cancelado","2019-12-31","Textil","Ação","Bovespa","Consumo cíclico","00354","SCLO4","Tecelagens","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"OPTS3B<XBSP>","Sul 116 Part","ON","BR","ativo","2019-12-31","Telecomunicações","Ação","Bovespa","Financeiro","01643","OPTS3B","Telecomunicações","Outros","Outros","Balcão Organizado"
"ADHM3<XBSP>","Advanced-Dh","ON","BR","ativo","2019-09-30","Comércio","Ação","Bovespa","Saúde","02172","ADHM3","Comércio atacadista de bens não duráveis variados","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Tradicional"
"CVCB3<XBSP>","Cvc Brasil","ON","BR","ativo","2019-09-30","Transporte Serviç","Ação","Bovespa","Consumo cíclico","02331","CVCB3","Transporte turístico","Viagens e lazer","Viagens e turismo","Novo Mercado"
"ETRO3B<XBSP>","Eletron","ON","BR","cancelado","2019-09-30","Outros","Ação","Bovespa","Outros","01620","ETRO3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"SLCT3B<XBSP>","Selectpart","ON","BR","ativo","2019-09-30","Telecomunicações","Ação","Bovespa","Financeiro","01755","SLCT3B","Telecomunicações","Outros","Outros","Balcão Organizado"
"TENE7<XBSP>","Tec Blumenau","PNC","BR","cancelado","2019-09-30","Textil","Ação","Bovespa","Consumo cíclico","01121","TENE7","Indústria de roupas de tecido","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"ALSC3<XBSP>","Aliansce","ON","BR","cancelado","2019-06-30","Outros","Ação","Bovespa","Financeiro","02130","ALSC3","Locadora de imóveis","Exploração de imóveis","Exploração de imóveis","Novo Mercado"
"GRUC3<XBSP>","Grucai","ON","BR","cancelado","2019-06-30","Outros","Ação","Bovespa","Financeiro","01569","GRUC3","Administração de empresas e empreendimentos","Outros","Outros","Tradicional"
"SQRM3<XBSP>","Itaitinga","ON","BR","cancelado","2019-06-30","Outros","Ação","Bovespa","Financeiro","01586","SQRM3","Administração de empresas e empreendimentos","Outros","Outros","Tradicional"
"ITEC3<XBSP>","Itautec","ON","BR","cancelado","2019-06-30","Eletroeletrônicos","Ação","Bovespa","Tecnologia da informação","01253","ITEC3","Indústria de computadores e periféricos","Computadores e equipamentos","Computadores e equipamentos","Tradicional"
"CANT4B<XBSP>","Agpart","PN","BR","cancelado","2019-03-31","Outros","Ação","Bovespa","Financeiro","01906","CANT4B","Administração de empresas e empreendimentos","Holdings diversificadas","Holdings diversificadas","Balcão Organizado"
"HCBR3<XBSP>","BR Home","ON","BR","cancelado","2019-03-31","Construção","Ação","Bovespa","Consumo cíclico","02371","HCBR3","Construção de edifícios residenciais","Comércio","Produtos diversos","Bovespa Mais"
"BPHA3<XBSP>","BR Pharma","ON","BR","cancelado","2019-03-31","Comércio","Ação","Bovespa","Saúde","02250","BPHA3","Loja de artigos para saúde e cuidados pessoais","Comércio e distribuição","Medicamentos e outros produtos","Novo Mercado"
"SEDU3<XBSP>","Somos Educa","ON","BR","cancelado","2019-03-31","Outros","Ação","Bovespa","Consumo cíclico","02255","SEDU3","Outros tipos de escolas","Diversos","Serviços educacionais","Tradicional"
"TOYB4<XBSP>","Tectoy","PN","BR","cancelado","2019-03-31","Outros","Ação","Bovespa","Consumo cíclico","01413","TOYB4","Outras outras indústrias","Viagens e lazer","Brinquedos e jogos","Tradicional"
"CPTP3B<XBSP>","Capitalpart","ON","BR","ativo","2018-12-31","Telecomunicações","Ação","Bovespa","Financeiro","01749","CPTP3B","Telecomunicações","Outros","Outros","Balcão Organizado"
"FIBR3<XBSP>","Fibria","ON","BR","cancelado","2018-12-31","Papel e Celulose","Ação","Bovespa","Materiais básicos","01279","FIBR3","Indústria de papel, celulose e papelão","Madeira e papel","Papel e celulose","Novo Mercado"
"FTRT3B<XBSP>","Futuretel","ON","BR","cancelado","2018-12-31","Outros","Ação","Bovespa","Financeiro","01738","FTRT3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"JFEN3<XBSP>","Joao Fortes","ON","BR","ativo","2018-12-31","Construção","Ação","Bovespa","Consumo cíclico","00781","JFEN3","Construção de edifícios residenciais","Construção civil","Incorporações","Tradicional"
"LIXC3<XBSP>","Lix da Cunha","ON","BR","cancelado","2018-12-31","Construção","Ação","Bovespa","Bens industriais","00477","LIXC3","Outras construções pesadas e de engenharia civil","Construção e engenharia","Construção pesada","Tradicional"
"LHER4<XBSP>","Lojas Hering","PN","BR","cancelado","2018-12-31","Comércio","Ação","Bovespa","Financeiro","00811","LHER4","Loja de roupas","Exploração de imóveis","Exploração de imóveis","Tradicional"
"SPRT3B<XBSP>","Longdis","ON","BR","ativo","2018-12-31","Outros","Ação","Bovespa","Financeiro","01743","SPRT3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"MPLU3<XBSP>","Multiplus","ON","BR","cancelado","2018-12-31","Outros","Ação","Bovespa","Consumo cíclico","02194","MPLU3","Outros serviços de apoio","Diversos","Programas de fidelização","Tradicional"
"NEWT3B<XBSP>","Newtel Part","ON","BR","cancelado","2018-12-31","Telecomunicações","Ação","Bovespa","Financeiro","01754","NEWT3B","Telecomunicações","Outros","Outros","Balcão Organizado"
"PACF3<XBSP>","Pacific Rdsl","ON","BR","cancelado","2018-12-31","Outros","Ação","Bovespa","Saúde","02416","PACF3","Administração de empresas e empreendimentos","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Tradicional"
"ANDG3B<XBSP>","AGconcessoes","ON","BR","cancelado","2018-09-30","Transporte Serviç","Ação","Bovespa","Financeiro","01943","ANDG3B","Atividades auxiliares ao transporte rodoviário","Holdings diversificadas","Holdings diversificadas","Balcão Organizado"
"BNPA3B<XBSP>","Bonaire Part","ON","BR","cancelado","2018-09-30","Energia Elétrica","Ação","Bovespa","Utilidade pública","01656","BNPA3B","Empresa de eletricidade, gás e água","Energia elétrica","Energia elétrica","Balcão Organizado"
"CREM3<XBSP>","Cremer","ON","BR","cancelado","2018-09-30","Outros","Ação","Bovespa","Saúde","02014","CREM3","Indústria de equipamentos e materiais para uso médico","Medicamentos e outros produtos","Medicamentos e outros produtos","Tradicional"
"DAGB33<XBSP>","Dufry AG","ON","BR","cancelado","2018-09-30","Comércio","Ação","Bovespa","Consumo cíclico","08011","DAGB33","Outras lojas de mercadorias variadas","Comércio","Produtos diversos","Tradicional"
"FBMC4<XBSP>","Fibam","PN","BR","cancelado","2018-09-30","Siderur & Metalur","Ação","Bovespa","Materiais básicos","00601","FBMC4","Indústria de parafusos, arruelas, porcas e produtos torneados","Siderurgia e metalurgia","Artefatos de ferro e aço","Tradicional"
"MAGG3<XBSP>","Magnesita SA","ON","BR","cancelado","2018-09-30","Mineração","Ação","Bovespa","Materiais básicos","02084","MAGG3","Extração de minerais não metálicos","Materiais diversos","Materiais diversos","Tradicional"
"OGXP3<XBSP>","OGX Petroleo","ON","BR","cancelado","2018-09-30","Petróleo e Gas","Ação","Bovespa","Petróleo gás e biocombustíveis","02016","OGXP3","Extração de petróleo e gás","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado"
"RGEG3<XBSP>","Rio Gde Ener","ON","BR","cancelado","2018-09-30","Energia Elétrica","Ação","Bovespa","-","01653","RGEG3","Geração, transmissão e distribuição de energia elétrica","-","-","-"
"AELP3<XBSP>","AES Elpa","ON","BR","cancelado","2018-06-30","Energia Elétrica","Ação","Bovespa","Financeiro","01931","AELP3","Geração, transmissão e distribuição de energia elétrica","Outros","Outros","Tradicional"
"CZLT33<XBSP>","Cosan Ltd","ON A","BR","cancelado","2018-06-30","Alimentos e Beb","Ação","Bovespa","Petróleo gás e biocombustíveis","08007","CZLT33","Indústria de açúcar e produtos de confeitaria","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Tradicional"
"OPRE3B<XBSP>","Ret Part","ON","BR","cancelado","2018-03-31","Outros","Ação","Bovespa","Financeiro","01733","OPRE3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"TLVT3B<XBSP>","Telinvest","ON","BR","cancelado","2018-03-31","Telecomunicações","Ação","Bovespa","Financeiro","01741","TLVT3B","Telecomunicações","Outros","Outros","Balcão Organizado"
"PRML3<XBSP>","Prumo","ON","BR","cancelado","2017-12-31","Outros","Ação","Bovespa","Bens industriais","02148","PRML3","Administração de empresas e empreendimentos","Transporte","Serviços de apoio e armazenagem","Tradicional"
"AFLU5<XBSP>","Afluente","PNA","BR","cancelado","2017-09-30","Energia Elétrica","Ação","Bovespa","Utilidade pública","02015","AFLU5","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"ALTS3<XBSP>","Altus S/A","ON","BR","cancelado","2017-09-30","Siderur & Metalur","Ação","Bovespa","Bens industriais","02318","ALTS3","Indústria de produtos de metal","Serviços diversos","Serviços diversos","Bovespa Mais Nível 2"
"FOMS3<XBSP>","Fornodeminas","ON","BR","cancelado","2017-09-30","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","02373","FOMS3","Outras indústrias de alimentos","Alimentos processados","Alimentos diversos","Bovespa Mais"
"PRCA3<XBSP>","Pratica","ON","BR","cancelado","2017-09-30","Outros","Ação","Bovespa","Bens industriais","02372","PRCA3","Administração de empresas e empreendimentos","Máquinas e equipamentos","Máq. e equip. industriais","Bovespa Mais Nível 2"
