"Código","year","Quarter","NOME","CLASSE","SETOR_ECONOMATICA","SETOR_NAICS","SEGMENTO_LIST_BOVESPA","SETOR_ECON_BOVESPA","SEGMENTO_BOVESPA","SUBSETOR_BOVESPA","ID_CVM","PU","AT","K","LL","D_CP","D_LP","V","DEP","CAIXA","PL","DESP_FIN","EBIT","V_MERC","QTD_ACOES","DIV_PAGOS"
"CBEE3",2013,56,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",137.888738632202,7973319765,69873203.68,718913751.78,1332471944.5,3178139260.4,5372995329.4,306162157.56,242021459.83,3462708560.1,462254651.39,1044414567.7,7127733885.4,3922515918000,177685351.61
"CBEE3",2014,60,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",148.63472366333,8178425318.8,80921116.474,255565912.18,1413890895.5,3362972201.7,6019636460.4,280318408.02,150553415.82,3401562221.6,764785222.57,988760548.79,5608391320.2,3922515918000,211513815.34
"CBEE3",2015,64,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",249.816769917806,9266771515.8,87928824.766,-41760473.018,2259324082.5,4028460997.1,6136397735,283246802.57,158970460.47,2978986436.2,633012394.59,153322828.8,4137692195.8,3922515915000,130375.54725
"CBEE3",2016,68,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",308.932376861572,9036911707.8,79788587.471,-247367815.52,2395096120.3,4110678988.9,4981197769,304047909.89,280291535.96,2531136598.6,988677301.39,141748743.36,4702108325.2,98063000,0
"CBEE3",2017,72,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",346.490038553874,10106925812,66744959.464,-111543447.48,2908816802.2,3561881660.6,5782360671.3,343801694.99,331363447.54,3636227350,996692160.14,371057953.86,4677300228.9,166634533.38,0
"CBEE3",2018,76,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",165.088276545207,10123836266,63871720.168,178794876.86,3387976339.1,3086217829.5,5701616249.8,355851357.09,278849260.9,3649642097.4,1360837766.7,648910574.86,4512829978.9,166634000,0
"CBEE3",2019,80,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",158.080664316813,10578112970,106997700.14,279531529.18,3613204618.6,3300346478.5,5910069162.8,445847273.64,303358844.85,3664561873.1,931608604.27,643930103.06,3302584868.8,166634000,40681808.252
"ANIM3",2013,56,"Anima","ON","Outros","Escola de ensino superior","Novo Mercado","Consumo cíclico","Serviços educacionais","Diversos","02324",137.888738632202,1210181276,123838598.68,53542470.898,162666660.61,381700869.31,643866357.81,17464113.553,17031418.923,674531844.92,39425459.671,55693381.943,2452076367.7,82866371,1027300.7972
"ANIM3",2014,60,"Anima","ON","Outros","Escola de ensino superior","Novo Mercado","Consumo cíclico","Serviços educacionais","Diversos","02324",148.63472366333,1238390846.6,159477169.36,216301658.99,227846265.02,228352595.89,909698165.04,27748505.396,20813346.654,782191985.67,38309307.937,159457493.29,3842486217.4,82865891,11952556.545
"ANIM3",2015,64,"Anima","ON","Outros","Escola de ensino superior","Novo Mercado","Consumo cíclico","Serviços educacionais","Diversos","02324",249.816769917806,1393568816.6,172994128.42,76095466.004,282161129.84,350348726.28,1015293648,33022940.888,30199717.673,761058960.48,78657938.124,82576315.935,1355372990.7,82865982,46421991.449
"ANIM3",2016,68,"Anima","ON","Outros","Escola de ensino superior","Novo Mercado","Consumo cíclico","Serviços educacionais","Diversos","02324",308.932376861572,1547612235.8,249261277.91,23244536.922,299172634.5,539570991.84,1070992735.6,46969687.68,44122803.402,708868609.49,153131820.02,62545590.377,1216542437.1,80040982,17004362.846
"ANIM3",2017,72,"Anima","ON","Outros","Escola de ensino superior","Novo Mercado","Consumo cíclico","Serviços educacionais","Diversos","02324",346.490038553874,1449470147.1,266593139.75,92235621.939,239890389.94,455203244.86,1132661496.3,55561043.683,36739569.533,754376512.34,82343949.405,93341556.855,2444875773.1,79756582,5362863.6347
"ANIM3",2018,76,"Anima","ON","Outros","Escola de ensino superior","Novo Mercado","Consumo cíclico","Serviços educacionais","Diversos","02324",165.088276545207,1510233380.8,315127980.33,2350228.7225,241790612.18,573868220.71,1151055578.3,56714537.631,103893473.78,694574547.94,78821931.22,40360036.205,1377925545.7,77632254,21105074.81
"ANIM3",2019,80,"Anima","ON","Outros","Escola de ensino superior","Novo Mercado","Consumo cíclico","Serviços educacionais","Diversos","02324",158.080664316813,2402373787.9,899505190.21,-9602396.2049,340258952.61,1371003564.1,1182656261.2,123213567.81,31582904.728,691111271.11,153567269.74,120087508.88,2364243446.1,79286001,535524.02477
"ARZZ3",2011,48,"Arezzo Co","ON","Textil","Indústria de calçados","Novo Mercado","Consumo cíclico","Tecidos vestuário e calçados","Comércio","02234",133.884857654572,798929990.64,47396512.151,143337954.9,160087027.7,37961957.36,1062219782.6,6349158.0995,24295152.038,600881005.58,17000973.856,177849963.12,3199218756.5,88542000,13208376.706
"ARZZ3",2012,52,"Arezzo Co","ON","Textil","Indústria de calçados","Novo Mercado","Consumo cíclico","Tecidos vestuário e calçados","Comércio","02234",117.530190149943,941067196.83,90308840.456,143208030.94,188360972.88,81711095.88,1271826096.8,11172928.73,17026963.895,670995128.07,20728606.333,189524388.45,5163943008.1,88587000,28873993.645
"ARZZ3",2013,56,"Arezzo Co","ON","Textil","Indústria de calçados","Novo Mercado","Consumo cíclico","Tecidos vestuário e calçados","Comércio","02234",137.888738632202,982448509.42,95671574.108,154311466.9,200798223.76,63458156.854,1344075139.5,15311806.719,19242348.9,718192128.81,23185453.183,207260727.42,3680627184.4,88637000,27423068.971
"ARZZ3",2014,60,"Arezzo Co","ON","Textil","Indústria de calçados","Novo Mercado","Consumo cíclico","Tecidos vestuário e calçados","Comércio","02234",148.63472366333,1044811113,99386452.13,147901081.61,234542687.45,54323005.293,1381140733.1,17354293.58,14207434.147,755945420.27,19644588.107,194229043.87,3136190700.6,88682000,37300581.424
"ARZZ3",2015,64,"Arezzo Co","ON","Textil","Indústria de calçados","Novo Mercado","Consumo cíclico","Tecidos vestuário e calçados","Comércio","02234",249.816769917806,1012126707.5,87224796.811,141828446.47,226109126.37,53656649.089,1328120291.9,28692102.254,10456118.889,732360932.06,35041391.406,167459093.82,2208603253.6,88735000,39718317.855
"ARZZ3",2016,68,"Arezzo Co","ON","Textil","Indústria de calçados","Novo Mercado","Consumo cíclico","Tecidos vestuário e calçados","Comércio","02234",308.932376861572,1011572807.8,81461257.434,129519295.7,225063319.11,39719220.946,1381748052.1,28786650.066,5597868.8101,746790267.78,33435557.451,168745636.57,2482498879.8,88836000,82633241.521
"ARZZ3",2017,72,"Arezzo Co","ON","Textil","Indústria de calçados","Novo Mercado","Consumo cíclico","Tecidos vestuário e calçados","Comércio","02234",346.490038553874,1137237965.5,73262501.473,167320045.58,386508547.05,30452746.561,1473649069,35346589.805,11000857.013,720276671.88,26589015.076,188077176.63,5318669782.1,89766000,26427620.068
"ARZZ3",2018,76,"Arezzo Co","ON","Textil","Indústria de calçados","Novo Mercado","Consumo cíclico","Tecidos vestuário e calçados","Comércio","02234",165.088276545207,1091099165.9,86868671.675,148932041.71,267169114.87,81230628.538,1593957277.3,42684162.876,8875741.6126,742699422.45,64023112.068,199710972.82,5188273528.8,90251000,43770008.221
"ARZZ3",2019,80,"Arezzo Co","ON","Textil","Indústria de calçados","Novo Mercado","Consumo cíclico","Tecidos vestuário e calçados","Comércio","02234",158.080664316813,1414633257,304379843.93,162297812.81,465114126.78,202717364.43,1680879786.4,80400674.239,13821524.736,746801765.77,42938016.012,223320525.19,5826437326.8,90949000,43568633.088
"ARTR3",2005,24,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",120.291110356649,2405209126.8,1854916146.4,161287192.85,264225828.14,879542854.47,817390234.79,240346988.69,292723735.85,1261440444.2,107103988.8,309773748.15,3676915896.6,68889000,0
"ARTR3",2006,28,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",96.7511024475098,3855793383,3091356942.4,202471517.89,988861940.69,1526669336.7,876397676.99,275331041.96,283638119.29,1340262105.6,109281139.92,328660075.32,4826172840.3,68889000,0
"ARTR3",2007,32,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",113.58053334554,3598579405.3,3045679472.1,145985546.73,500240011.47,1703956917.7,1200616970.1,409267608.42,125633198.6,1394382476.1,212938318.7,428803055.12,3020612121.1,68889000,81524421.544
"ARTR3",2008,36,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",174.038621902466,4709563337.9,3345904961.2,194102479.81,800233210.55,2411021646.5,1334630816.3,390104784.71,214069052.54,1498308480.8,319102503.34,574282887.46,1594112923.6,68889000,32654164.407
"ARTR3",2009,40,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",131.44704469045,5913649229.1,4056035229.1,311098309.39,2156148581.3,2083916409.9,2098382610.1,452874836.72,780387703.66,1673584237.9,333162044.31,741852937.06,4133598910.9,68889000,44132764.286
"ARTR3",2010,44,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",92.7765544255574,8034271226.1,80174794.108,506985512.17,2728312550.3,3495000474.1,3640191270.7,302375984.93,1946777442.3,1810958201.7,517718476.57,1087708706,6886445771.8,68889000,69708445.815
"ARTR3",2011,48,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",133.884857654572,8683981978.1,82324704.712,632719107.64,1479300640.7,5016661008.9,4243390503.9,319135159.16,1843812409.8,2188020328.6,569075760.17,1264441563.3,6574723753.7,68888000,224542404.01
"ARTR3",2012,52,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",117.530190149943,8941329133.9,69787194.962,596588271.52,1545800855.7,5019789326.6,4610491744.7,357035535.08,1007362666.7,2375738951.6,502564484,1237182330.6,9649126038.4,344444000,284760375.17
"ARTR3",2013,56,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",137.888738632202,10285585428,64732512.327,650912301.32,1256895546.4,6405202325.4,4714240089,398839764,1297959662.6,2623487556.1,472932438.21,1321844406.1,9158691168.4,344444000,267688626.08
"ARTR3",2014,60,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",148.63472366333,12592459065,80653521.925,599280617.16,2305794023,7494267383.4,5270737696.6,452141655.31,1850142156.8,2792397658.7,589952848.32,1328175376.6,5602571465.9,344444000,266033581.33
"ARTR3",2015,64,"Arteris","ON","Transporte Serviç","Atividades auxiliares ao transporte rodoviário","Tradicional","Bens industriais","Exploração de rodovias","Transporte","01977",249.816769917806,11949001872,73975085.513,177004954.35,3184862462.9,6103471983.2,4537025190.9,621779948.58,579020324.78,2660667426.2,782084980.55,869581195.55,3939575215.8,344444000,39410157.471
"ATMP3",2005,24,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",120.291110356649,1220255327.7,474383981.46,169447756.82,430371549.81,60741062.664,2194607761.4,89488933.591,482046719.53,729142715.18,15516624.473,244877834.64,2520349916.3,382122000,0
"ATMP3",2006,28,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",96.7511024475098,1249556315.6,398927074.4,152158611.41,434532034.69,64444509.721,2481702186.5,106043029.36,471051404.81,750579771.21,17901252.7,190596409.3,1761590380,364461400,0
"ATMP3",2007,32,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",113.58053334554,1386802254.9,431179672.84,105249656.16,529755692.87,291103501.26,2662854904,164292716.84,468519281.15,565943060.76,29244680.692,155322398.45,1757426090.2,15681728.9,0
"ATMP3",2008,36,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",174.038621902466,1827451338.9,561111134.93,170117187.89,757339872.48,545860988.47,3267124810.6,185658199.04,655233477.8,520423213.98,60008332.235,268622751.27,1110074066.5,14777000,23762541.108
"ATMP3",2009,40,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",131.44704469045,1995829127.8,622050139.02,246926054.62,981555598.07,406994904.17,3813801821.3,200324312.16,631544851.37,604726701.01,70455001.234,395340056.52,2685821401.3,14777000,87146634.961
"ATMP3",2010,44,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",92.7765544255574,2297159322.5,676326728.38,180795710.42,840633899.33,755040132.99,3995902140.2,203476408.82,646215772.53,698152588.9,51125303.613,291676347.55,3162468858.5,59319000,148305205.88
"ATMP3",2011,48,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",133.884857654572,4142218594,813457327.5,32731490.252,1799847071.6,1562978726.8,4625277186.9,249036260.61,845796102.45,772563304.52,129876112.53,161745506.66,2126851287.9,64334285,148297745.72
"ATMP3",2012,52,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",117.530190149943,3665895865.6,801893423.96,65823894.892,1217790100,1702422905.6,5349956909.9,304560614.31,525158694.47,730691503.83,178604247.6,238673152.88,2372994318.7,64685729,153090411.01
"ATMP3",2013,56,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",137.888738632202,3682951522.2,709634545.67,142729208.72,1302657888.8,1768590444.5,5049912020.2,289174008.1,535578245.79,611701793.18,226702674.16,274085527.64,2061939629.6,345319196,87461542.465
"ATMP3",2014,60,"Atmasa","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","01910",148.63472366333,3481029932.4,588412867.93,126774229.57,1319370991.3,1642495345,4528422545.7,227532759.64,487475941.49,519162284.33,207680916.94,313873977.48,963279751.23,344007815,133854991.23
